V,V1,V2
1935,236,3081
1936,236,3179
1937,236,3185
1938,236,3335
1939,236,3592
1940,236,3897
1941,236,3899
1942,237,338
1943,237,469
1944,237,2333
1945,237,3179
1946,237,3335
1947,237,3592
1948,237,3897
1949,237,3899
1950,238,289
1951,238,664
1952,238,818
1953,238,1015
1954,238,1878
1955,238,1933
1956,238,1976
1957,238,1993
1958,238,2372
1959,238,3953
1960,239,635
1961,239,656
1962,239,1112
1963,239,1114
1964,239,1141
1965,239,1956
1966,239,2573
1967,239,2751
1968,239,4090
1969,240,2962
1970,241,1889
1971,242,273
1972,242,873
1973,242,1165
1974,242,1542
1975,242,1712
1976,242,1794
1977,242,2185
1978,242,2699
1979,242,3446
1980,242,3520
1981,243,340
1982,243,379
1983,243,445
1984,243,584
1985,243,731
1986,243,898
1987,243,958
1988,243,980
1989,243,1030
1990,243,1119
1991,243,1144
1992,243,1241
1993,243,1755
1994,243,2067
1995,243,2069
1996,243,2417
1997,243,2863
1998,243,3410
1999,243,3649
2000,244,719
2001,244,1547
2002,244,2758
2003,244,3008
2004,244,3931
2005,245,1654
2006,246,341
2007,246,362
2008,246,906
2009,246,1808
2010,246,4056
2011,247,452
2012,247,764
2013,247,873
2014,247,1136
2015,247,1319
2016,247,1597
2017,247,2381
2018,247,3739
2019,247,3740
2020,247,3870
2021,248,3988
2022,249,804
2023,249,3533
2024,250,252
2025,250,753
2026,250,1196
2027,250,2358
2028,250,2717
2029,250,2927
2030,250,3494
2031,250,3740
2032,250,3870
2033,251,764
2034,251,1136
2035,251,1159
2036,251,1270
2037,251,1958
2038,251,3740
2039,251,3870
2040,252,753
2041,252,757
2042,252,1196
2043,252,2358
2044,252,2717
2045,252,2927
2046,252,3494
2047,252,3740
2048,252,3870
2049,252,4041
2050,253,1435
2051,253,1889
2052,253,2498
2053,253,2984
2054,253,3174
2055,253,3201
2056,254,2344
2057,255,1192
2058,256,2869
2059,256,3970
2060,257,1399
2061,258,334
2062,258,346
2063,258,662
2064,258,1013
2065,258,2186
2066,258,2329
2067,258,2632
2068,258,3420
2069,258,3430
2070,259,505
2071,259,515
2072,259,914
2073,259,1479
2074,259,2109
2075,259,2795
2076,259,3371
2077,259,4040
2078,260,602
2079,260,2468
2080,260,2477
2081,260,2717
2082,260,2803
2083,260,3448
2084,261,1437
2085,261,1607
2086,261,3825
2087,261,4108
2088,262,458
2089,263,2573
2090,264,265
2091,264,305
2092,264,355
2093,264,528
2094,264,560
2095,264,654
2096,264,701
2097,264,747
2098,264,749
2099,264,984
2100,264,1345
2101,264,1389
2102,264,1406
2103,264,1446
2104,264,1468
2105,264,1489
2106,264,1520
2107,264,1589
2108,264,1886
2109,264,1910
2110,264,2165
2111,264,2211
2112,264,2442
2113,264,2490
2114,264,2859
2115,264,2951
2116,264,2962
2117,264,3192
2118,264,3290
2119,264,3367
2120,264,3432
2121,264,3444
2122,264,3493
2123,264,3552
2124,264,3630
2125,264,3654
2126,264,3679
2127,264,3774
2128,265,289
2129,265,295
2130,265,450
2131,265,454
2132,265,485
2133,265,489
2134,265,528
2135,265,567
2136,265,644
2137,265,654
2138,265,741
2139,265,747
2140,265,749
2141,265,788
2142,265,897
2143,265,959
2144,265,968
2145,265,1072
2146,265,1206
2147,265,1217
2148,265,1363
2149,265,1383
2150,265,1389
2151,265,1589
2152,265,1657
2153,265,1954
2154,265,1973
2155,265,1996
2156,265,2104
2157,265,2140
2158,265,2211
2159,265,2290
2160,265,2341
2161,265,2346
2162,265,2353
2163,265,2721
2164,265,2778
2165,265,2868
2166,265,2928
2167,265,2935
2168,265,2963
2169,265,3218
2170,265,3223
2171,265,3379
2172,265,3546
2173,265,3646
2174,265,3654
2175,265,3695
2176,265,3700
2177,265,3770
2178,265,4080
2179,266,279
2180,266,344
2181,266,812
2182,266,1017
2183,266,1076
2184,266,1316
2185,266,1595
2186,266,2169
2187,266,2668
2188,266,2838
2189,266,3329
2190,266,3402
2191,266,3502
2192,267,310
2193,267,481
2194,267,561
2195,267,1717
2196,267,1757
2197,267,1907
2198,267,2942
2199,267,3614
2200,267,3796
2201,268,1433
2202,268,1575
2203,268,3102
2204,268,3121
2205,268,3854
2206,269,292
2207,269,361
2208,269,1399
2209,269,1401
2210,269,3316
2211,269,3455
2212,269,3955
2213,269,3956
2214,269,3959
2215,269,3961
2216,269,3965
2217,269,3966
2218,269,3979
2219,270,310
2220,270,481
2221,270,3833
2222,271,1571
2223,271,2212
2224,271,2628
2225,272,904
2226,272,2074
2227,272,2380
2228,272,2949
2229,272,3559
2230,273,679
2231,273,781
2232,273,873
2233,273,1165
2234,273,1171
2235,273,1542
2236,273,1712
2237,273,2185
2238,273,2699
2239,273,3446
2240,274,590
2241,274,609
2242,274,2635
2243,275,2663
2244,275,3059
2245,276,372
2246,276,672
2247,276,735
2248,276,1229
2249,276,1254
2250,276,1429
2251,276,1654
2252,276,1741
2253,276,2840
2254,276,2859
2255,276,3165
2256,276,3630
2257,276,3790
2258,277,963
2259,277,1082
2260,277,1516
2261,277,2013
2262,277,2261
2263,278,967
2264,278,1223
2265,278,3128
2266,278,3540
2267,278,3736
2268,279,344
2269,279,395
2270,279,812
2271,279,1017
2272,279,1076
2273,279,1316
2274,279,1332
2275,279,1595
2276,279,2015
2277,279,2169
2278,279,2578
2279,279,2668
2280,279,2838
2281,279,3329
2282,279,3402
2283,279,3502
2284,280,1162
2285,280,1619
2286,280,2513
2287,280,2626
2288,280,3080
2289,280,3812
2290,281,1665
2291,281,2564
2292,281,3054
2293,282,1917
2294,282,2962
2295,282,3724
2296,282,3940
2297,283,1730
2298,284,373
2299,284,391
2300,284,490
2301,284,495
2302,284,511
2303,284,590
2304,284,609
2305,284,611
2306,284,678
2307,284,753
2308,284,841
2309,284,843
2310,284,866
2311,284,920
2312,284,1057
2313,284,1151
2314,284,1379
2315,284,1498
2316,284,1766
2317,284,1897
2318,284,2061
2319,284,2091
2320,284,2232
2321,284,2442
2322,284,2463
2323,284,2532
2324,284,2581
2325,284,2715
2326,284,2761
2327,284,2803
2328,284,2876
2329,284,2892
2330,284,2993
2331,284,3013
2332,284,3184
2333,284,3271
2334,284,3443
2335,284,3460
2336,284,3750
2337,284,3870
2338,284,4049
2339,285,405
2340,285,816
2341,285,879
2342,285,1389
2343,285,1467
2344,285,1622
2345,285,1963
2346,285,2313
2347,285,2681
2348,285,2817
2349,285,3118
2350,285,3378
2351,285,4095
2352,286,288
2353,286,528
2354,286,565
2355,286,897
2356,286,1000
2357,286,1023
2358,286,1095
2359,286,1389
2360,286,1657
2361,286,1730
2362,286,1773
2363,286,1817
2364,286,2344
2365,286,2442
2366,286,2443
2367,286,2466
2368,286,2634
2369,286,2718
2370,286,2839
2371,286,2963
2372,286,3642
2373,286,3671
2374,286,3774
2375,286,4010
2376,287,1040
2377,288,519
2378,288,1023
2379,288,1389
2380,288,1721
2381,288,2055
2382,288,2718
2383,288,2963
2384,288,3774
2385,288,4010
2386,289,357
2387,289,489
2388,289,528
2389,289,612
2390,289,644
2391,289,701
2392,289,741
2393,289,818
2394,289,959
2395,289,1015
2396,289,1389
2397,289,1517
2398,289,1589
2399,289,1976
2400,289,2036
2401,289,2104
2402,289,2211
2403,289,2246
2404,289,2345
2405,289,2497
2406,289,2557
2407,289,2583
2408,289,2752
2409,289,2778
2410,289,2903
2411,289,2928
2412,289,3263
2413,289,3379
2414,289,3646
2415,289,3840
2416,289,3944
2417,289,4080
2418,290,685
2419,290,2345
2420,291,726
2421,291,974
2422,291,996
2423,291,1400
2424,291,1710
2425,291,2671
2426,291,3632
2427,292,361
2428,292,785
2429,292,1089
2430,292,1399
2431,292,1401
2432,292,1720
2433,292,1887
2434,292,2114
2435,292,2992
2436,292,3003
2437,292,3316
2438,292,3455
2439,292,3661
2440,292,3955
2441,292,3956
2442,292,3959
2443,292,3961
2444,292,3965
2445,292,3966
2446,292,3979
2447,293,2500
2448,293,2552
2449,293,2919
2450,294,355
2451,294,621
2452,294,722
2453,294,1519
2454,294,1639
2455,294,1758
2456,294,1895
2457,294,2345
2458,294,2412
2459,294,2641
2460,294,2683
2461,294,2845
2462,294,2850
2463,294,3010
2464,294,3094
2465,294,3173
2466,294,3839
2467,294,3927
2468,295,1363
2469,295,1383
2470,295,2721
2471,295,2778
2472,295,2935
2473,295,3223
2474,295,3546
2475,296,610
2476,296,663
2477,296,836
2478,296,854
2479,296,1093
2480,296,1713
2481,296,1835
2482,296,1998
2483,296,2591
2484,296,2645
2485,296,2646
2486,296,2680
2487,296,2713
2488,296,2755
2489,296,2878
2490,296,3177
2491,296,3328
2492,296,3419
2493,296,3550
2494,296,3677
2495,296,3805
2496,296,4058
2497,296,4064
2498,297,394
2499,297,419
2500,297,984
2501,297,1108
2502,297,1109
2503,297,1314
2504,297,1446
2505,297,1908
2506,297,2211
2507,297,2543
2508,297,2631
2509,297,3592
2510,297,3888
2511,298,2759
2512,299,841
2513,299,2296
2514,299,2714
2515,299,2933
2516,299,3277
2517,299,3297
2518,299,3774
2519,299,3876
2520,299,3940
2521,300,305
2522,300,618
2523,300,701
2524,300,747
2525,300,1412
2526,300,1635
2527,300,1663
2528,300,1966
2529,300,3109
2530,300,3462
2531,300,3621
2532,300,3774
2533,301,933
2534,301,1535
2535,301,1536
2536,301,2422
2537,301,2936
2538,301,4059
2539,302,313
2540,302,333
2541,302,919
2542,302,936
2543,302,1038
2544,302,1554
2545,302,1585
2546,302,1610
2547,302,1683
2548,302,1842
2549,302,1843
2550,302,1847
2551,302,2144
2552,302,2150
2553,302,2563
2554,302,3009
2555,302,3142
2556,302,3143
2557,302,3459
2558,302,3593
2559,302,3720
2560,302,3795
2561,302,3863
2562,302,3978
2563,303,1023
2564,303,1389
2565,303,3055
2566,303,3127
2567,304,872
2568,304,2070
2569,304,2362
2570,304,3854
2571,305,355
2572,305,454
2573,305,466
2574,305,509
2575,305,533
2576,305,562
2577,305,618
2578,305,685
2579,305,701
2580,305,723
2581,305,729
2582,305,741
2583,305,747
2584,305,749
2585,305,890
2586,305,893
2587,305,957
2588,305,984
2589,305,1066
2590,305,1090
2591,305,1217
2592,305,1389
2593,305,1443
2594,305,1446
2595,305,1489
2596,305,1589
2597,305,1612
2598,305,1637
2599,305,1701
2600,305,1790
2601,305,1903
2602,305,1910
2603,305,1954
2604,305,1990
2605,305,1996
2606,305,2031
2607,305,2036
2608,305,2080
2609,305,2147
2610,305,2177
2611,305,2211
2612,305,2217
2613,305,2246
2614,305,2265
2615,305,2345
2616,305,2365
2617,305,2442
2618,305,2500
2619,305,2545
2620,305,2563
2621,305,2689
2622,305,2831
2623,305,2903
2624,305,2962
2625,305,2996
2626,305,3019
2627,305,3263
2628,305,3298
2629,305,3367
2630,305,3379
2631,305,3493
2632,305,3630
2633,305,3637
2634,305,3646
2635,305,3656
2636,305,3671
2637,305,3774
2638,305,3805
2639,305,3880
2640,305,3940
2641,306,661
2642,306,762
2643,306,1859
2644,306,2883
2645,306,3241
2646,306,3302
2647,306,3536
2648,306,4091
2649,307,2468
2650,308,975
2651,308,1656
2652,308,2600
2653,308,2603
2654,308,2837
2655,308,3907
2656,308,4074
2657,309,1083
2658,309,1231
2659,309,2816
2660,309,2952
2661,309,3176
2662,310,481
2663,310,561
2664,310,1609
2665,310,1717
2666,310,1753
2667,310,1907
2668,310,2606
2669,310,2939
2670,310,2942
2671,310,3614
2672,310,3796
2673,310,3833
2674,311,2070
2675,312,804
2676,312,1028
2677,312,1569
2678,312,2903
2679,312,3216
2680,312,3263
2681,312,3989
2682,313,333
2683,313,1038
2684,313,1554
2685,313,1610
2686,313,1847
2687,313,3142
2688,313,3143
2689,313,3459
2690,313,3593
2691,313,3978
2692,314,398
2693,314,1807
2694,315,2345
2695,315,3367
2696,316,539
2697,316,1917
2698,316,2827
2699,316,3646
2700,317,425
2701,317,1699
2702,318,3939
2703,319,355
2704,319,440
2705,319,1876
2706,319,3072
2707,320,579
2708,320,773
2709,320,1541
2710,320,1831
2711,320,2039
2712,320,3108
2713,320,4003
2714,320,4077
2715,321,867
2716,321,1371
2717,321,1611
2718,321,2181
2719,321,2508
2720,321,3179
2721,321,3732
2722,322,931
2723,322,1296
2724,322,3764
2725,322,3800
2726,322,3968
2727,323,390
2728,323,578
2729,323,709
2730,323,795
2731,323,986
2732,323,997
2733,323,1292
2734,323,1375
2735,323,1397
2736,323,1472
2737,323,1620
2738,323,1882
2739,323,2113
2740,323,2426
2741,323,2543
2742,323,3039
2743,323,3466
2744,323,3570
2745,323,3607
2746,323,3914
2747,323,3918
2748,323,4089
2749,324,370
2750,324,2641
2751,324,2649
2752,324,3030
2753,324,4000
2754,325,351
2755,325,440
2756,325,1049
2757,325,1153
2758,325,1463
2759,325,3072
2760,325,3073
2761,325,3151
2762,325,3263
2763,325,3624
2764,325,3706
2765,326,861
2766,327,432
2767,327,1154
2768,327,1655
2769,327,2325
2770,327,2893
2771,327,3113
2772,327,3873
2773,328,481
2774,328,526
2775,328,596
2776,328,969
2777,328,984
2778,328,1094
2779,328,1396
2780,328,1409
2781,328,1413
2782,328,1414
2783,328,1417
2784,328,1632
2785,328,1910
2786,328,2272
2787,328,2669
2788,328,2828
2789,328,3086
2790,328,3323
2791,328,3418
2792,328,3630
2793,328,3664
2794,328,3784
2795,328,3818
2796,328,3824
2797,328,4007
2798,328,4081
2799,329,394
2800,329,881
2801,329,1908
2802,329,1959
2803,329,1968
2804,329,2254
2805,329,2340
2806,329,2396
2807,329,2631
2808,329,2676
2809,329,2903
2810,329,2938
2811,329,3586
2812,330,1887
2813,330,3910
2814,331,609
2815,331,1379
2816,331,1498
2817,331,1897
2818,331,2993
2819,331,3184
2820,331,3750
2821,332,747
2822,332,1058
2823,332,3876
2824,332,3940
2825,333,919
2826,333,936
2827,333,1038
2828,333,1554
2829,333,1585
2830,333,1610
2831,333,1683
2832,333,1842
2833,333,1843
2834,333,1847
2835,333,2144
2836,333,2150
2837,333,3009
2838,333,3142
2839,333,3143
2840,333,3459
2841,333,3593
2842,333,3720
2843,333,3795
2844,333,3863
2845,333,3978
2846,334,346
2847,334,412
2848,334,439
2849,334,662
2850,334,784
2851,334,951
2852,334,1062
2853,334,1909
2854,334,1942
2855,334,2186
2856,334,2247
2857,334,2383
2858,334,2470
2859,334,2482
2860,334,2887
2861,334,3025
2862,334,3233
2863,334,3416
2864,334,3430
2865,334,3783
2866,335,437
2867,335,501
2868,335,627
2869,335,954
2870,335,2141
2871,335,2267
2872,335,2289
2873,335,2844
2874,335,2867
2875,335,3606
2876,335,3778
2877,335,3951
2878,336,355
2879,337,602
2880,337,1382
2881,337,1442
2882,337,2468
2883,337,2532
2884,337,2717
2885,337,2803
2886,338,2333
2887,338,3335
2888,338,3897
2889,338,3899
2890,339,394
2891,339,499
2892,339,541
2893,339,822
2894,339,881
2895,339,898
2896,339,998
2897,339,1235
2898,339,1390
2899,339,1882
2900,339,2340
2901,339,2424
2902,339,2543
2903,339,2772
2904,339,2776
2905,339,2903
2906,339,3010
2907,339,3080
2908,339,3332
2909,339,3433
2910,339,3445
2911,339,3592
2912,340,445
2913,340,731
2914,340,1119
2915,340,1144
2916,340,1241
2917,340,1755
2918,340,2067
2919,340,2069
2920,341,362
2921,341,715
2922,341,766
2923,341,832
2924,341,906
2925,341,1220
2926,341,1633
2927,341,1808
2928,341,2201
2929,341,2773
2930,341,2858
2931,341,2986
2932,341,3388
2933,341,3501
2934,341,3608
2935,341,3832
2936,341,3935
2937,341,4056
2938,341,4102
2939,342,3379
2940,344,812
2941,344,1316
2942,344,1595
2943,344,2668
2944,344,3502
2945,345,719
2946,345,1090
2947,345,1694
2948,345,2758
2949,345,2993
2950,346,662
2951,346,1013
2952,346,2186
2953,346,3420
2954,346,3430
2955,347,564
2956,347,1005
2957,347,1731
2958,347,2208
2959,348,1889
2960,349,843
2961,349,1193
2962,349,1614
2963,349,1767
2964,349,3036
2965,349,3943
2966,349,3958
2967,349,4052
2968,350,434
2969,350,1126
2970,350,1613
2971,350,1679
2972,350,2611
2973,350,2712
2974,350,3882
2975,351,355
2976,351,440
2977,351,1049
2978,351,1153
2979,351,1463
2980,351,3072
2981,351,3073
2982,351,3151
2983,351,3263
2984,351,3624
2985,351,3706
2986,352,383
2987,352,763
2988,352,1317
2989,352,2077
2990,352,2095
2991,352,2420
2992,352,3153
2993,352,3220
2994,352,3953
2995,353,988
2996,353,1088
2997,354,428
2998,354,550
2999,354,602
3000,354,622
3001,354,712
3002,354,1027
3003,354,1207
3004,354,1255
3005,354,1276
3006,354,2009
3007,354,2085
3008,354,2220
3009,354,2588
3010,354,2818
3011,354,2872
3012,354,3214
3013,354,3819
3014,354,4050
3015,355,421
3016,355,440
3017,355,460
3018,355,468
3019,355,481
3020,355,530
3021,355,618
3022,355,666
3023,355,673
3024,355,685
3025,355,701
3026,355,707
3027,355,722
3028,355,747
3029,355,789
3030,355,802
3031,355,816
3032,355,841
3033,355,861
3034,355,897
3035,355,912
3036,355,946
3037,355,984
3038,355,1023
3039,355,1035
3040,355,1058
3041,355,1154
3042,355,1160
3043,355,1180
3044,355,1217
3045,355,1326
3046,355,1348
3047,355,1367
3048,355,1373
3049,355,1389
3050,355,1405
3051,355,1446
3052,355,1478
3053,355,1536
3054,355,1589
3055,355,1654
3056,355,1718
3057,355,1839
3058,355,1850
3059,355,1895
3060,355,1910
3061,355,1917
3062,355,1929
3063,355,1990
3064,355,2048
3065,355,2104
3066,355,2157
3067,355,2187
3068,355,2211
3069,355,2246
3070,355,2265
3071,355,2325
3072,355,2344
3073,355,2345
3074,355,2389
3075,355,2392
3076,355,2422
3077,355,2442
3078,355,2543
3079,355,2624
3080,355,2641
3081,355,2714
3082,355,2802
3083,355,2808
3084,355,2851
3085,355,2903
3086,355,2962
3087,355,3022
3088,355,3072
3089,355,3096
3090,355,3124
3091,355,3151
3092,355,3167
3093,355,3263
3094,355,3367
3095,355,3434
3096,355,3487
3097,355,3592
3098,355,3602
3099,355,3630
3100,355,3667
3101,355,3724
3102,355,3774
3103,355,3779
3104,355,3805
3105,355,3876
3106,355,3939
3107,355,3940
3108,355,3960
3109,355,4026
3110,356,870
3111,356,966
3112,356,1686
3113,356,1751
3114,356,2597
3115,356,3826
3116,357,2345
3117,357,2903
3118,357,3263
3119,358,418
3120,358,425
3121,358,876
3122,358,1381
3123,358,1834
3124,358,1888
3125,358,1898
3126,358,2313
3127,358,3334
3128,358,3363
3129,358,3378
3130,358,3475
3131,358,3811
3132,358,3989
3133,359,366
3134,359,518
3135,359,855
3136,359,1192
3137,359,3247
3138,359,3604
3139,360,3072
3140,361,1399
3141,361,1401
3142,361,3316
3143,361,3455
3144,361,3955
3145,361,3956
3146,361,3959
3147,361,3961
3148,361,3965
3149,361,3966
3150,361,3979
3151,362,906
3152,362,1808
3153,362,2201
3154,362,2986
3155,362,4056
3156,363,747
3157,363,2442
3158,363,2714
3159,364,2663
3160,365,458
3161,365,1792
3162,366,855
3163,366,1192
3164,366,3604
3165,367,455
3166,367,2106
3167,367,2175
3168,367,4013
3169,367,4066
3170,368,804
3171,368,3533
3172,369,383
3173,369,1346
3174,369,1879
3175,369,3914
3176,370,2641
3177,370,2649
